0.001,5,0.00547135040798,0.000646233415052,0.000476123633851
0.005,5,0.027138772235,0.00319169306877,0.00233365177148
0.01,5,0.0537374896529,0.00628650469442,0.00455242909427
0.05,5,0.248040336821,0.0278954596009,0.018638962876
0.1,5,0.449011666873,0.0484387247547,0.0290093136958
0.5,5,1.06219641104,0.109260595889,0.018803776831
1,2,1.09646081139,0.129169949423,0.000997251112555
5,5,1123.87233168,-177.139473727,548.422901692
10,5,64746.0109127,1968947.5991,-11365900.4061
1.2,3,1.10523249788,0.133234860434,-0.000918055805312
